,Bio,Hashtags,Location,Location Coordinates,Mentions,Name,Number Following,Number of Followers,Number of Tweets,Time,Tweet,Tweet ID,Username,Web
2399,"Environmentalist, traveler and optimist. Together, we can make a difference to the planet in which we inhabit - it’s not too late to change our ways. #the45",,"Edinburgh, Scotland",,,Camz99,6189,6302,487200,Mon Jul 15 19:07:45 +0000 2019,Nicola Sturgeon hits out at Donald Trump over congresswomen remark | The National https://t.co/nqAn5PCzyc,1150844416720101378,@Camz99,https://t.co/nqAn5PCzyc
2401,The newspaper that supports an independent Scotland. Find our Sunday paper at @SunScotNational.,,Scotland,,,ScotNational,1003,82022,67171,Mon Jul 15 19:07:00 +0000 2019,"""The President of the United States telling elected politicians – or any other Americans for that matter – to ‘go back’ to other countries is not OK""

https://t.co/ZqUwt5gc69",1150844227791704065,The National,https://t.co/ZqUwt5gc69
2405,,,barrow-in-furness cumbria,,SkyNews NASA JimBridenstine,cumbrialad,169,46,3521,Mon Jul 15 18:41:55 +0000 2019,@SkyNews @NASA @JimBridenstine Nicola Sturgeon please,1150837917507620865,cumbrialad,
2408,Better to be saving the pennies in an independent Scotland than further disempowerment in a Union that disrespects us. Retweets are not always an endorsement.,,Central Scotland,,,trapdoorcat,3712,3964,80794,Mon Jul 15 18:12:04 +0000 2019,"Nicola Sturgeon hits out at Donald Trump over congresswomen remark.
https://t.co/BvbnUb6B3a",1150830405844643841,Jim Graham,https://t.co/BvbnUb6B3a
2410,"fyi, Annie was the reporter in Death Race 2000. one for the younger folks. Steve H.",,Scotland,,TheCommonSpace,ochaye6dot5,2770,2884,22694,Mon Jul 15 18:05:26 +0000 2019,‘Not OK’: Nicola Sturgeon condemns Trump’s racist attack on left-wing congresswomen https://t.co/int1aTwr5E via @TheCommonSpace,1150828735735767041,Annie Smith,https://t.co/int1aTwr5E
2416,"Mime, linguist, and flying trapeze catcher. Global nomad since birth. Carol Corps ︽✵︽",,"Minnesota, USA",,,KirstenStephens,666,469,18790,Mon Jul 15 17:38:52 +0000 2019,"Scotland doesn't want Trump back, then? https://t.co/wnducRDM3h",1150822049620910080,Kirsten ︽✵︽ S,https://t.co/wnducRDM3h
2417,,,,,,ayerightradio,367,229,130505,Mon Jul 15 17:38:19 +0000 2019,"Nicola Sturgeon  Ryan Heath - Nicola Sturgeon interview Ryan Heath of Politico 28-05-2018  
https://t.co/S928S9t2zl",1150821910911037440,Aye  Right,https://t.co/S928S9t2zl
2418,"Always trying to fight for what's right...Mass Media Law & Ethics,Mom of 3 men, volunteer, & more...other page reserved for photography & design #UnitedWeStand",,"California, USA",,,WillResistAdmin,5930,5559,78224,Mon Jul 15 17:30:32 +0000 2019,(First Minister of Scotland Nicola Sturgeon) https://t.co/armJUxMuXN,1150819953777315840,Tenacious “T” will resist - 🧡 #TeamDems,https://t.co/armJUxMuXN
2426,Glaswegian Born & British by the Grace of God 🇬🇧 . Rangers 🇬🇧 GSTQ 🇬🇧 British Army 🇬🇧,,"Glasgow, United Kingdom",,,Gers1961,1225,1225,4642,Mon Jul 15 17:06:26 +0000 2019,"Sturgeon you're a disgrace to the Scotland, you wee coo 
🐄🐄🐄 😂😂😂 https://t.co/FEUuyqHaEg",1150813886775463942,Broonie 1961,https://t.co/FEUuyqHaEg
2427,,,,,sallydust SaorAlba59,AndrewWilliamP7,220,55,3786,Mon Jul 15 17:06:07 +0000 2019,"@sallydust @SaorAlba59 Well,in that case why doesn't Sturgeon call it-if the SNP are so far ahead?",1150813805900959747,Andrew William Pollock,
2429,Scottish News || Politics || Opinion || Broadcast || Got a story? Email us at media@common.scot,,Scotland,,,TheCommonSpace,6395,24650,68015,Mon Jul 15 17:04:13 +0000 2019,‘Not OK’: Nicola Sturgeon condemns Trump’s racist attack on left-wing congresswomen https://t.co/4oyJIna1Q8 https://t.co/bA4N5g80cx,1150813327708307456,CommonSpace,https://t.co/4oyJIna1Q8
2430,SNP MP for Glenrothes & Central Fife. Retweets are not an endorsement.,,Central Fife,,,PeterGrantMP,645,13230,46708,Mon Jul 15 17:03:09 +0000 2019,Don’t think she’ll be “humiliated” but I bet Nicola Sturgeon is embarrassed that this is one sixth of Scotland’s reprsentatives in the Europen Parliament. https://t.co/AeMJbo95La,1150813059147022338,Peter Grant MP,https://t.co/AeMJbo95La
2431,single hetero,,"Zelzate, België",,,willy_dierickx3,914,60,10567,Mon Jul 15 17:00:27 +0000 2019,Nicola Sturgeon slams Donald Trump over president's 'go back' comments https://t.co/eSpHqa2MyM,1150812380705804288,willy dierickx,https://t.co/eSpHqa2MyM
2432,Head of The House of Martok; General of Klingon Defense Force: Alpha Quadrant; Member of Klingon High Council #GeeksResist #TheResistance #VetsAgainstTrump,,Deep Space 9,,POTUS realDonaldTrump,GUrthog,2359,1721,6588,Mon Jul 15 16:56:50 +0000 2019,"And from my native country (and therefore expressing a slice of the WORLDVIEW, @POTUS @realDonaldTrump), comes this!

Alba gu Bràth!!!
 https://t.co/ugz4hfzNND",1150811470986280960,"General Martok, Son of Urthog",https://t.co/ugz4hfzNND
2436,,,,,wm5crawford IsThisAB0t ssechaud1982 GlenConnor72 Feroxbill1 theSNP,AndrewWilliamP7,220,55,3786,Mon Jul 15 16:47:27 +0000 2019,"@wm5crawford @IsThisAB0t @ssechaud1982 @GlenConnor72 @Feroxbill1 @theSNP You miss the point-I just meant that my vote for Remain does not translate into a wish for independence-nor I suspect,do the votes of most Scottish Remain voters. Sturgeon just used Brexit as an excuse in her failed bid to secure another Indyref.",1150809111954624512,Andrew William Pollock,
2439,"RTs not necessarily endorsements, etc.",,Scotland,,AudreyD14520765 realDonaldTrump,Ofthelot,1451,987,16594,Mon Jul 15 16:39:03 +0000 2019,"@AudreyD14520765 @realDonaldTrump https://t.co/WdABD99vAM

https://t.co/BxNZcPuOWK

https://t.co/4Rbl85vrrb",1150806994821013505,Umorna,https://t.co/WdABD99vAM https://t.co/BxNZcPuOWK https://t.co/4Rbl85vrrb
2440,You can say for sure that I am anti SNP.,,United Kingdom,,bruce_1314 BBCScotlandNews,lizcampbell41,654,1592,90380,Mon Jul 15 16:37:46 +0000 2019,@bruce_1314 @BBCScotlandNews Well that won’t be Sturgeon or her SNP cult following!,1150806673172455424,Liz  Campbell,
2444,"ALWAYS SCOTTISH, never british",,"Blackburn,West Lothian",,,hannah_hannahrr,519,389,3615,Mon Jul 15 16:11:55 +0000 2019,"Will all the so called Yessers on here having a go at Nicola Sturgeon and the SNP, give it a rest.",1150800167794282496,Save the Wildcat,
2446,"Eclectic Art Enthusiast, All Around Geek, Game Designer, Roleplayer",,,,,JrmChenu,648,709,10908,Mon Jul 15 16:06:35 +0000 2019,Nicola Sturgeon slams Donald Trump over president's 'go back' comments - The Scotsman https://t.co/i5LVLWfscF,1150798825667346434,Jerome Chenu,https://t.co/i5LVLWfscF
2448,,,,,ssechaud1982 GlenConnor72 IsThisAB0t Feroxbill1 theSNP,AndrewWilliamP7,220,55,3786,Mon Jul 15 15:54:24 +0000 2019,"@ssechaud1982 @GlenConnor72 @IsThisAB0t @Feroxbill1 @theSNP And what does Remain have to do with the SNP? I voted Remain-but I certainly didn't give Sturgeon permission to use my vote as propaganda, in her failing bid for another Indyref.",1150795759308222469,Andrew William Pollock,
2449,,,,,MrKenShabby,AlexanderMacph5,709,42,520,Mon Jul 15 15:52:08 +0000 2019,@MrKenShabby Nicola sturgeon must condemn,1150795191269384192,Alexander Macpherson,
2451,"This is a tailored news feed focused on Geopolitics, Intelligence, and Espionage.",,Classified,,,inteldose,1,144,80698,Mon Jul 15 15:37:36 +0000 2019,"Catalan Government Plans to 'Get Closer' to Scotland's Nicola Sturgeon, Spanish Documents Reveal https://t.co/KBbFwQTgxU",1150791530719825920,Intelligence Dose,https://t.co/KBbFwQTgxU
2452,love Scotland hate Twatnslism SNP will never rule me ever I think for myself not one of the 🐑 Tha mi toilichte a bhith nad neo-eisimeileach,,"Belston, Scotland",,Carol70646611,JockTheHaggis,325,223,10559,Mon Jul 15 15:34:16 +0000 2019,"@Carol70646611 Sturgeon has done nothing but pay lip@service to Scotland go on jollies and let the wee ains starve  still , time for a new Scottish Party to lead the way .",1150790693922713601,Jock McHaggis,
2459,Retired HR Compliance Manager. Scottish. Lives in Aberdeen. Adopted Canadian. My thoughts and tweets are my own.,,"iPhone: 0.000000,0.000000",,,Bobmcgill1,278,87,3365,Mon Jul 15 15:05:52 +0000 2019,More good news for Sturgeon and SNP https://t.co/WhGDKtFtg9,1150783544056320000,Bob McGill,
2463,,,,,,jbhoymolloy,153,159,3723,Mon Jul 15 14:13:30 +0000 2019,"44 arrests at TRNSMT. I demand Nicola Sturgeon start a top level summit into the disorder. Well, if it's good enough for football ...",1150770366052257793,John Molloy,
2465,"Award-winning FULL #Digital #Advertising specialist B2B ALL devices. Top 50 GEW 2013, Nipsey Hussle RIP, digital, global. #SEO #Music #Brands #Ads + #infoguru",,Global,,,InfoGuruShop,9147,30003,120950,Mon Jul 15 14:03:55 +0000 2019,Nicola Sturgeon hits out at Donald Trump over congresswomen remark https://t.co/hCqLmIquTj,1150767954017038344,Mr Branson,https://t.co/hCqLmIquTj
2466,"Father, Husband, Engineer.",,"Clydebank, Scotland",,AndyS_34 NicolaSturgeon BorisJohnson,Stevie66bankie,2405,2171,58880,Mon Jul 15 14:02:14 +0000 2019,"@AndyS_34 @NicolaSturgeon @BorisJohnson SNP leader Nicola Sturgeon agrees Boris Johnson is 'racist'
Sky News
3 weeks ago

Check it out.",1150767532082630660,Stevie Crawford,
2468,,,,,NicolaSturgeon campbellclaret,Hubertlaneite,198,103,21917,Mon Jul 15 13:51:44 +0000 2019,"@NicolaSturgeon @campbellclaret Hear hear Nicola Sturgeon, well said.",1150764888366702592,Paul Maycock,
2470,,,"Wales, United Kingdom",,,MarinkaVanDam,3014,1180,33335,Mon Jul 15 13:48:47 +0000 2019,Nicola Sturgeon slams Donald Trump over president's 'go back' comments https://t.co/up9UwDX7qO,1150764148663316480,Marinka van Dam #FBPE,https://t.co/up9UwDX7qO
2474,"Unconventional non-fiction book publisher, former Longrider, writer, photographer, history addict and British sculpture devotee.",,British Isles,,NicolaSturgeon MrsB_inthehills,onefrontier,2182,2278,13013,Mon Jul 15 13:34:49 +0000 2019,@NicolaSturgeon @MrsB_inthehills if MSP minister Sturgeon had public media war with POTUSOA would it be advantageous publicity for SNP?,1150760632326787076,Richard Barnes,
2475,loves classical music especially vocal.,,"England, United Kingdom",,AgentP22 SteveSayersOne,greymatters48,221,28,862,Mon Jul 15 13:33:57 +0000 2019,@AgentP22 @SteveSayersOne What does Jeane Freeman have to do to be brought to account? So many tweets start with ‘Jeane Freeman must explain... ‘ or ‘Jeane Freeman must be held accountable...’ Not a comment from her. Nicola Sturgeon is the organ grinder. She must be held accountable.,1150760412935315457,Gerry Byrne,
2480,"It's unrealistic to expect me to act like an adult every day.
#resist #voteblue",,Milky Way/Earth,,,WandaCa86856740,3235,2973,3398,Mon Jul 15 12:59:57 +0000 2019,Nicola Sturgeon slams Donald Trump over president's 'go back' comments https://t.co/MvE6GGXXyo,1150751856181882881,Wanda Campbell 🇺🇸 🇮🇪 🇨🇦 🌊🌊🐈🐕🦌,https://t.co/MvE6GGXXyo
2482,#Cannabis 🌿 for Pain luve other cultures MA #PS4 #Gamer all I want is indyref2🏴󠁧󠁢󠁳󠁣󠁴󠁿 anyone who gets in my way gets trailed lols 🏴󠁧󠁢󠁳󠁣󠁴󠁿🇪🇺♥️,,"Glasgow, Scotland",,Lesleygsmith3 doufous coolstaggie FieryWeeUnicorn,IndiScoLady,2973,3250,118231,Mon Jul 15 12:52:54 +0000 2019,@Lesleygsmith3 @doufous @coolstaggie @FieryWeeUnicorn Nobody is saying different bar folk you talk to i see the conversation it might not be you personally.  Yesterday example woman in Australia tweets  gets linked to nicola Sturgeon wtf so nicola and the snp are bad outside 🇬🇧 tae.   One of our own asked why and abuse was not on,1150750084117749760,donna canny be arsed,
2486,Speak yir mind and scorn hypocrites!,,Glorious Glesga,,,TonyKennyAye,1442,1681,39561,Tue Jul 16 11:30:29 +0000 2019,"Mad to think that of the 48 resolutions allowed by the leadership to go forward at this year's SNP conference. Not 1 references Sturgeon's plan to have indyref2 in 2020.

Clearly the SNP are gearing up for independence.",1151091732349693957,Tony Kenny,
2487,"Run my own business, Scots born and raised, passionate Republican & Patriot, despise UK Unionists",,Ireland,,suleskerry,HighlanderMSP,1005,1231,34631,Tue Jul 16 11:29:01 +0000 2019,"@suleskerry I'd vote for Indy irrespective of the colour or form that it comes in, Indy is more than a Party but when 'the' Party held up as the bastion of all things Indy fails then it can expect fair criticism, do I worship Nicola Sturgeon? No, and it makes me no lesser a patriot for it.",1151091360847605760,Highlander Patriot CyberNat 🏴󠁧󠁢󠁳󠁣󠁴󠁿🇮🇪,
2491,😃😀😉😎,,Scotland,,heraldscotland,jenny57110083,0,1,231,Tue Jul 16 11:19:26 +0000 2019,@heraldscotland Indy Ref Plan B has been rejected by Nicola Sturgeon 😉,1151088948942442497,jenny,
2494,"Live, love, laugh.  read books, drink coffee and buy shoes.",,,,gerardjasper,ecg1888,187,120,2482,Tue Jul 16 11:16:10 +0000 2019,@gerardjasper Nicola Sturgeon,1151088127643181061,lainieg🐍 🍀 ⚡,
2495,,,Hong Kong,,BBCNews,merv8888,55,44,1616,Tue Jul 16 11:10:36 +0000 2019,@BBCNews Not surprised - they have to listen to Nicola Sturgeon more than the rest of us. Must be a correlation somewhere.,1151086728469311488,M R Cragg,
2496,punter and racehorse owner,,"Edinburgh, Scotland",,BBCsarahsmith bbclaurak,craigwi77400619,109,29,195,Tue Jul 16 11:10:26 +0000 2019,@BBCsarahsmith @bbclaurak Absolutely appalling .  Take it Sturgeon will blame Westminster,1151086683418451969,craig wilson,
2497,,,,,LTHlondon,MistyFishWeave,195,269,84181,Tue Jul 16 11:08:38 +0000 2019,"@LTHlondon Well done Sturgeon and the SNP, utter numpties.",1151086233281605632,Joanna Misty,
2500,Enjoy talking about property deals and try to help make things happen.,,Durham,,ToonLawyer,PhilipGibbs73,301,156,2532,Tue Jul 16 11:02:15 +0000 2019,"@ToonLawyer As somebody pointed out yesterday his mother was Scottish , but I don’t believe Nicola Sturgeon wants “him” back . . .",1151084624929546247,PHILIP GIBBS,
2505,If you think that Scotland being ruled by elite English psychopaths who all go to the same school is normal then we can’t be friends. CFC. 🏴󠁧󠁢󠁳󠁣󠁴󠁿,,The Republic of Scotland ,,wilma_mcewan wordamentalist theSNP,JamieBotty,2519,2739,48735,Tue Jul 16 10:44:57 +0000 2019,@wilma_mcewan @wordamentalist @theSNP From 2017. Brexit still hasn’t been settled yet. https://t.co/8aah3EAhiT,1151080272705806336,Botty Separatist McBotface,https://t.co/8aah3EAhiT
2508,#internautas #Weare99 #oWs #Syntagma #SidiBouzid #jasminRevolt #Revolution #Occupy,,Denver,,,coloraodark,1405,1108,44434,Tue Jul 16 10:40:48 +0000 2019,Catalonia accuses Spain https://t.co/DRtIAbxe48 of spying on its UK mission as order revealed https://t.co/wrnIAqq87H to get closer to Nicola Sturgeon https://t.co/AXmJ0Z2saG,1151079227187441664,Rogelio Osborne Rojo,https://t.co/DRtIAbxe48 https://t.co/wrnIAqq87H https://t.co/AXmJ0Z2saG
2509,,,,,,TracyCameronMi1,30,5,348,Tue Jul 16 10:38:33 +0000 2019,Any comment nicola sturgeon???,1151078659459076096,Tracy Cameron Miller,
2512,"Past 50 Slightly rotund, greying and balding fast !!, mad on 70's music and 70's motorbikes !! Still 17 in my head, shame the body isn't",,Nottingham,,Dennynews Sea_Penguin5,JimT9,683,709,17620,Tue Jul 16 10:19:50 +0000 2019,"@Dennynews @Sea_Penguin5 National Crisis ??? Can’t be, Never heard Nicola Sturgeon even mention it.",1151073952967647232,Jim T,
2513,"Gordon Ross began his Indy news livestreams in 2015, and has now over 2330,000 viewers on Facebook. Now he's on Twitter and YouTube",,"Glasgow, Scotland",,,GordonR63703451,37,244,30,Tue Jul 16 10:18:24 +0000 2019,"English Drugs death.

Scots Fishermen slapped with (small) dead fish by London.

Nicola Sturgeon Fan appointed leader of European Commission. 

https://t.co/LK3zHHNgQO",1151073588562321408,Indy Car,https://t.co/LK3zHHNgQO
2516,"LIKES: Libertarianism, RangersFC, Tottenham, L.A Lakers & Hawks, Film Noir
DISLIKES: Socialism, Nationalism, All Big Gov't Creeds RTs/FAVs are NOT Endorsements.",,"Glasgow, United Kingdom",,,BRRSC,4918,3758,164317,Tue Jul 16 10:15:14 +0000 2019,"Don't you have that last sentence the wrong way round?
(Haven't you been to Nicola Sturgeon's constituency, heard from her or seen what her racist party has done to Scotland?) https://t.co/3VH0cLWm8q",1151072793984999425,BRRSC (1517) #D2BU #1UK1Govt,https://t.co/3VH0cLWm8q
2522,Mechanical Sciences Tripos Cambridge 1967. Retired Civil Engineer. Travelled in Norway and Svalbard. Orkney and Shetland and recently Iceland.,,"Yorkshire, U.K.",,,storegga,187,43,741,Tue Jul 16 09:58:19 +0000 2019,Well said Nicola Sturgeon https://t.co/ty78Mv7Vuk,1151068536950992897,Richard Kay,https://t.co/ty78Mv7Vuk
2523,Scottish News || Politics || Opinion || Broadcast || Got a story? Email us at media@common.scot,,Scotland,,,TheCommonSpace,6395,24652,68024,Tue Jul 16 09:56:57 +0000 2019,The US president’s comments have also attracted criticism from outgoing Prime Minister Theresa May https://t.co/5rVqIuZRnL,1151068192518955008,CommonSpace,https://t.co/5rVqIuZRnL
2524,"Proud gay SNP member, dug lover and dedicated barechester. Owned by @Bosco4Indy since 21 November 2015. Cha togar m' fhearg gun dìoladh 🐶🦄🏴󠁧󠁢󠁳󠁣󠁴󠁿🍾",,Creag Longairt and Paris,,,JMBEuansSon,2803,2956,54586,Tue Jul 16 09:48:34 +0000 2019,Sturgeon says ‘diplomacy’ must not silence Trump criticism https://t.co/3EfEbqI1HJ,1151066083228573696,Jeremy Blackwell,https://t.co/3EfEbqI1HJ
2525,,,"Scotland, United Kingdom",,RadioClydeNews,biffwatp1,420,205,771,Tue Jul 16 09:39:25 +0000 2019,@RadioClydeNews Sometimes it's the only way to numb the pain of Nicola sturgeon.,1151063780287295488,je maintiendrai,
2526,"#God #Patriot #Brexit #Trump
Politically correct = factually incorrect.
There are TWO genders.
When in doubt blame the Russians.",EU,United Kingdom,,,SantiagoPrinceD,36,143,1827,Tue Jul 16 09:39:02 +0000 2019,"I blame Sturgeon and the #EU 

BBC News - Recorded drug deaths in Scotland highest in EU https://t.co/aLHKyiCnt5",1151063683730149377,Michael,https://t.co/aLHKyiCnt5
2527,Tracking the edits of Scottish news online,,,,,scotnews_edits,75,335,39522,Tue Jul 16 09:37:25 +0000 2019,Nicola Sturgeon slams Donald Trump over president's 'go back' comments - The Scotsman… https://t.co/fMgW00l5do ➜ https://t.co/lWtPssqTbT https://t.co/JqrS1FIfIQ,1151063277247574019,scotnews_edits,https://t.co/fMgW00l5do https://t.co/lWtPssqTbT
